1,620,2,E,40,44,0,0,0
1,630,7,B,45,44,0,0,0
1,635,7,E,63,74,0,0,0
1,643,3,B,64,74,0,0,0
1,648,3,E,48,57,0,0,0
1,652,1,B,52,48,0,0,0
1,657,1,E,0,0,0,0,0
1,675,10,B,40,0,0,0,0
1,680,10,E,55,69,75,0,0
1,688,6,B,55,69,75,0,0
1,693,6,E,54,60,68,0,0
1,697,8,B,57,54,0,0,0
1,702,8,E,77,0,0,0,0
1,710,4,B,63,68,0,0,0
1,715,4,E,70,0,0,0,0
1,727,10,B,60,0,0,0,0
1,732,10,E,84,0,0,0,0
1,750,1,B,77,0,0,0,0
1,755,1,E,0,0,0,0,0
1,757,2,B,70,0,0,0,0
1,762,2,E,61,65,72,81,0
1,772,7,B,84,61,0,0,0
1,777,7,E,0,0,0,0,0
1,779,6,B,72,81,0,0,0
1,784,6,E,73,92,0,0,0
1,786,5,B,65,92,0,0,0
1,791,5,E,67,71,79,0,0
1,799,1,B,73,0,0,0,0
1,804,1,E,94,0,0,0,0
1,808,3,B,67,0,0,0,0
1,813,3,E,58,59,0,0,0
1,823,8,B,71,58,0,0,0
1,828,8,E,0,0,0,0,0
1,830,9,B,79,0,0,0,0
1,835,9,E,27,34,36,0,0
1,843,5,B,94,34,0,0,0
1,848,5,E,0,0,0,0,0
1,854,2,B,59,0,0,0,0
1,859,2,E,87,0,0,0,0
1,861,1,B,27,0,0,0,0
1,866,1,E,0,0,0,0,0
1,884,10,B,36,0,0,0,0
1,889,10,E,89,0,0,0,0
1,895,7,B,87,0,0,0,0
1,900,7,E,93,95,96,0,0
1,908,3,B,89,0,0,0,0
1,913,3,E,76,78,0,0,0
1,923,8,B,93,0,0,0,0
1,928,8,E,0,0,0,0,0
1,940,2,B,95,0,0,0,0
1,945,2,E,0,0,0,0,0
1,953,6,B,96,0,0,0,0
1,958,6,E,99,0,0,0,0
1,966,10,B,76,0,0,0,0
1,971,10,E,0,0,0,0,0
1,977,7,B,78,0,0,0,0
1,982,7,E,0,0,0,0,0
1,994,1,B,99,0,0,0,0
1,999,1,E,0,0,0,0,0
1,1015,9,B,0,0,0,0,0
1,1020,9,E,42,49,80,82,85
1,1024,7,B,42,49,0,0,0
1,1029,7,E,0,0,0,0,0
1,1039,2,B,82,85,0,0,0
1,1044,2,E,0,0,0,0,0
1,1056,8,B,80,0,0,0,0
1,1061,8,E,0,0,0,0,0
1,1071,3,B,0,0,0,0,0
1,1076,3,E,83,88,90,91,0
1,1078,4,B,90,91,0,0,0
1,1083,4,E,100,0,0,0,0
1,1087,2,B,83,0,0,0,0
1,1092,2,E,0,0,0,0,0
1,1098,5,B,88,0,0,0,0
1,1103,5,E,98,0,0,0,0
1,1113,10,B,100,0,0,0,0
1,1118,10,E,0,0,0,0,0
1,1136,1,B,98,0,0,0,0
1,1141,1,E,0,0,0,0,0
1,1157,9,B,0,0,0,0,0
1,1162,9,E,86,97,0,0,0
1,1166,7,B,86,97,0,0,0
