1,46,4,B,0,0,0,0,0
1,51,4,E,1,0,0,0,0
1,61,9,B,1,0,0,0,0
1,66,9,E,0,0,0,0,0
1,106,10,B,0,0,0,0,0
1,111,10,E,2,0,0,0,0
1,117,7,B,2,0,0,0,0
1,122,7,E,0,0,0,0,0
1,148,6,B,0,0,0,0,0
1,153,6,E,3,0,0,0,0
1,157,8,B,3,0,0,0,0
1,162,8,E,4,0,0,0,0
1,164,9,B,4,0,0,0,0
1,169,9,E,0,0,0,0,0
1,179,4,B,0,0,0,0,0
1,184,4,E,5,0,0,0,0
1,188,6,B,5,0,0,0,0
1,193,6,E,6,0,0,0,0
1,199,9,B,6,0,0,0,0
1,204,9,E,0,0,0,0,0
1,218,2,B,0,0,0,0,0
1,223,2,E,7,11,0,0,0
1,237,9,B,7,0,0,0,0
1,242,9,E,0,0,0,0,0
1,254,3,B,11,0,0,0,0
1,259,3,E,8,13,0,0,0
1,261,4,B,8,13,0,0,0
1,266,4,E,14,0,0,0,0
1,268,3,B,14,0,0,0,0
1,273,3,E,0,0,0,0,0
1,277,5,B,0,0,0,0,0
1,282,5,E,9,0,0,0,0
1,284,4,B,9,0,0,0,0
1,289,4,E,15,0,0,0,0
1,297,8,B,15,0,0,0,0
1,302,8,E,0,0,0,0,0
1,306,6,B,0,0,0,0,0
1,311,6,E,10,16,0,0,0
1,321,1,B,10,0,0,0,0
1,326,1,E,17,0,0,0,0
1,340,8,B,16,0,0,0,0
1,345,8,E,0,0,0,0,0
1,349,10,B,17,0,0,0,0
1,354,10,E,12,19,0,0,0
1,364,5,B,12,0,0,0,0
1,369,5,E,24,0,0,0,0
1,375,2,B,19,0,0,0,0
1,380,2,E,25,28,0,0,0
1,382,1,B,24,25,0,0,0
1,387,1,E,22,0,0,0,0
1,405,10,B,28,0,0,0,0
1,410,10,E,26,0,0,0,0
1,416,7,B,22,0,0,0,0
1,421,7,E,0,0,0,0,0
1,423,6,B,26,0,0,0,0
1,428,6,E,23,0,0,0,0
1,432,4,B,23,0,0,0,0
1,437,4,E,30,0,0,0,0
1,441,6,B,30,0,0,0,0
1,446,6,E,0,0,0,0,0
1,450,8,B,0,0,0,0,0
1,455,8,E,29,31,32,37,0
1,465,3,B,32,37,0,0,0
1,470,3,E,18,20,21,0,0
1,476,6,B,20,21,0,0,0
1,481,6,E,0,0,0,0,0
1,491,1,B,29,0,0,0,0
1,496,1,E,38,47,0,0,0
1,510,8,B,18,38,0,0,0
1,515,8,E,0,0,0,0,0
1,521,5,B,31,47,0,0,0
1,526,5,E,33,35,41,43,0
1,530,7,B,33,0,0,0,0
1,535,7,E,46,51,0,0,0
1,543,3,B,35,0,0,0,0
1,548,3,E,39,0,0,0,0
1,552,5,B,46,39,0,0,0
1,557,5,E,56,0,0,0,0
1,563,8,B,41,0,0,0,0
1,568,8,E,62,64,0,0,0
1,576,4,B,51,62,0,0,0
1,581,4,E,53,0,0,0,0
1,587,1,B,43,0,0,0,0
1,592,1,E,66,0,0,0,0
1,602,6,B,53,66,0,0,0
1,607,6,E,45,50,52,0,0
1,615,2,B,56,50,0,0,0
